2016-12-14 01:10:17 startup archives install
2016-12-14 01:10:17 install base-passwd:amd64 <none> 3.5.33
2016-12-14 01:10:17 status half-installed base-passwd:amd64 3.5.33
2016-12-14 01:10:17 status unpacked base-passwd:amd64 3.5.33
2016-12-14 01:10:17 status unpacked base-passwd:amd64 3.5.33
2016-12-14 01:10:17 configure base-passwd:amd64 3.5.33 3.5.33
2016-12-14 01:10:17 status unpacked base-passwd:amd64 3.5.33
2016-12-14 01:10:17 status half-configured base-passwd:amd64 3.5.33
2016-12-14 01:10:17 status installed base-passwd:amd64 3.5.33
2016-12-14 01:10:17 startup archives install
2016-12-14 01:10:17 install base-files:amd64 <none> 7.2ubuntu5
2016-12-14 01:10:17 status half-installed base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 configure base-files:amd64 7.2ubuntu5 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status unpacked base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status half-configured base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 status installed base-files:amd64 7.2ubuntu5
2016-12-14 01:10:17 startup archives install
2016-12-14 01:10:17 upgrade dpkg 1.17.5ubuntu5 1.17.5ubuntu5
2016-12-14 01:10:17 status half-configured dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status half-installed dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status half-installed dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 configure dpkg 1.17.5ubuntu5 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status unpacked dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status half-configured dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 status installed dpkg 1.17.5ubuntu5
2016-12-14 01:10:17 startup archives install
2016-12-14 01:10:17 install libc6:amd64 <none> 2.19-0ubuntu6
2016-12-14 01:10:17 status half-installed libc6:amd64 2.19-0ubuntu6
2016-12-14 01:10:17 status unpacked libc6:amd64 2.19-0ubuntu6
2016-12-14 01:10:17 status unpacked libc6:amd64 2.19-0ubuntu6
2016-12-14 01:10:17 configure libc6:amd64 2.19-0ubuntu6 2.19-0ubuntu6
2016-12-14 01:10:17 status unpacked libc6:amd64 2.19-0ubuntu6
